N,replica,metric,value
100,88,avg_clustering_ud,0.0
100,88,modularity_ud,0.4945436507936507
100,89,n_nodes,100.0
100,89,n_edges,16.0
100,89,lcc_nodes,3.0
100,89,lcc_ratio,0.03
100,89,avg_shortest_path_lcc,1.3333333333333333
100,89,diameter_lcc,2.0
100,89,degree_assortativity_ud,-0.6
100,89,avg_clustering_ud,0.0
100,89,modularity_ud,0.8858131487889274
100,90,n_nodes,100.0
100,90,n_edges,8.0
100,90,lcc_nodes,4.0
100,90,lcc_ratio,0.04
100,90,avg_shortest_path_lcc,1.5
100,90,diameter_lcc,2.0
100,90,degree_assortativity_ud,-0.23076923076923078
100,90,avg_clustering_ud,0.0
100,90,modularity_ud,0.78125
100,91,n_nodes,100.0
100,91,n_edges,12.0
100,91,lcc_nodes,6.0
100,91,lcc_ratio,0.06
100,91,avg_shortest_path_lcc,1.6666666666666667
100,91,diameter_lcc,2.0
100,91,degree_assortativity_ud,-0.4412532637075717
100,91,avg_clustering_ud,0.0
100,91,modularity_ud,0.7361111111111112
100,92,n_nodes,100.0
100,92,n_edges,27.0
100,92,lcc_nodes,12.0
100,92,lcc_ratio,0.12
100,92,avg_shortest_path_lcc,1.8333333333333333
100,92,diameter_lcc,2.0
100,92,degree_assortativity_ud,-0.419175911251981
100,92,avg_clustering_ud,0.0
100,92,modularity_ud,0.7602040816326531
100,93,n_nodes,100.0
100,93,n_edges,10.0
100,93,lcc_nodes,6.0
100,93,lcc_ratio,0.06
100,93,avg_shortest_path_lcc,1.6666666666666667
100,93,diameter_lcc,2.0
100,93,degree_assortativity_ud,-0.3333333333333333
100,93,avg_clustering_ud,0.0
100,93,modularity_ud,0.7000000000000001
100,94,n_nodes,100.0
100,94,n_edges,10.0
100,94,lcc_nodes,3.0
100,94,lcc_ratio,0.03
100,94,avg_shortest_path_lcc,1.3333333333333333
100,94,diameter_lcc,2.0
100,94,degree_assortativity_ud,-0.4285714285714273
100,94,avg_clustering_ud,0.0
100,94,modularity_ud,0.8264462809917356
100,95,n_nodes,100.0
100,95,n_edges,9.0
100,95,lcc_nodes,3.0
100,95,lcc_ratio,0.03
100,95,avg_shortest_path_lcc,1.3333333333333333
100,95,diameter_lcc,2.0
100,95,degree_assortativity_ud,-0.12499999999999972
100,95,avg_clustering_ud,0.0
100,95,modularity_ud,0.8641975308641975
100,96,n_nodes,100.0
100,96,n_edges,9.0
100,96,lcc_nodes,4.0
100,96,lcc_ratio,0.04
100,96,avg_shortest_path_lcc,1.5
100,96,diameter_lcc,2.0
100,96,degree_assortativity_ud,-0.34042553191489366
100,96,avg_clustering_ud,0.0
100,96,modularity_ud,0.7901234567901234
100,97,n_nodes,100.0
100,97,n_edges,21.0
100,97,lcc_nodes,9.0
100,97,lcc_ratio,0.09
100,97,avg_shortest_path_lcc,1.7777777777777777
100,97,diameter_lcc,2.0
100,97,degree_assortativity_ud,-0.6492805755395681
100,97,avg_clustering_ud,0.0
100,97,modularity_ud,0.7148760330578513
100,98,n_nodes,100.0
100,98,n_edges,55.0
100,98,lcc_nodes,53.0
100,98,lcc_ratio,0.53
100,98,avg_shortest_path_lcc,1.9985486211901307
100,98,diameter_lcc,3.0
100,98,degree_assortativity_ud,-0.8654496043668994
100,98,avg_clustering_ud,0.0
100,98,modularity_ud,0.11214416896235076
100,99,n_nodes,100.0
100,99,n_edges,18.0
100,99,lcc_nodes,5.0
100,99,lcc_ratio,0.05
100,99,avg_shortest_path_lcc,1.6
100,99,diameter_lcc,2.0
100,99,degree_assortativity_ud,-0.4716981132075473
100,99,avg_clustering_ud,0.0
100,99,modularity_ud,0.853185595567867
150,0,n_nodes,150.0
150,0,n_edges,33.0
150,0,lcc_nodes,14.0
150,0,lcc_ratio,0.09333333333333334
150,0,avg_shortest_path_lcc,2.1538461538461537
150,0,diameter_lcc,3.0
150,0,degree_assortativity_ud,-0.22538333641234093
150,0,avg_clustering_ud,0.0
150,0,modularity_ud,0.8447231833910035
150,1,n_nodes,150.0
150,1,n_edges,92.0
150,1,lcc_nodes,83.0
150,1,lcc_ratio,0.5533333333333333
150,1,avg_shortest_path_lcc,2.353805465765501
150,1,diameter_lcc,6.0
150,1,degree_assortativity_ud,-0.6661112352908937
150,1,avg_clustering_ud,0.0
150,1,modularity_ud,0.35761772853185597
150,2,n_nodes,150.0
150,2,n_edges,42.0
150,2,lcc_nodes,15.0
150,2,lcc_ratio,0.1
150,2,avg_shortest_path_lcc,1.8666666666666667
150,2,diameter_lcc,2.0
150,2,degree_assortativity_ud,-0.39535942916424177
150,2,avg_clustering_ud,0.0
150,2,modularity_ud,0.826392644672796
150,3,n_nodes,150.0
150,3,n_edges,102.0
150,3,lcc_nodes,94.0
150,3,lcc_ratio,0.6266666666666667
150,3,avg_shortest_path_lcc,2.676504232441089
150,3,diameter_lcc,6.0
150,3,degree_assortativity_ud,-0.5716667250142952
150,3,avg_clustering_ud,0.0
150,3,modularity_ud,0.44643291940589236
150,4,n_nodes,150.0
150,4,n_edges,100.0
150,4,lcc_nodes,78.0
150,4,lcc_ratio,0.52
150,4,avg_shortest_path_lcc,2.302031302031302
150,4,diameter_lcc,5.0
150,4,degree_assortativity_ud,-0.5342021866014034
150,4,avg_clustering_ud,0.0
150,4,modularity_ud,0.438563660758421
150,5,n_nodes,150.0
150,5,n_edges,36.0
150,5,lcc_nodes,16.0
150,5,lcc_ratio,0.10666666666666667
150,5,avg_shortest_path_lcc,2.8666666666666667
150,5,diameter_lcc,5.0
150,5,degree_assortativity_ud,-0.4328894209187488
150,5,avg_clustering_ud,0.0
150,5,modularity_ud,0.8334487534626038
150,6,n_nodes,150.0
150,6,n_edges,14.0
150,6,lcc_nodes,6.0
150,6,lcc_ratio,0.04
150,6,avg_shortest_path_lcc,1.6666666666666667
150,6,diameter_lcc,2.0
150,6,degree_assortativity_ud,-0.5033557046979864
150,6,avg_clustering_ud,0.0
150,6,modularity_ud,0.7890625
150,7,n_nodes,150.0
150,7,n_edges,113.0
150,7,lcc_nodes,98.0
150,7,lcc_ratio,0.6533333333333333
150,7,avg_shortest_path_lcc,2.763307384809594
150,7,diameter_lcc,7.0
150,7,degree_assortativity_ud,-0.5865345803430909
150,7,avg_clustering_ud,0.0
150,7,modularity_ud,0.5022434590058854
150,8,n_nodes,150.0
150,8,n_edges,41.0
150,8,lcc_nodes,23.0
150,8,lcc_ratio,0.15333333333333332
150,8,avg_shortest_path_lcc,1.992094861660079
150,8,diameter_lcc,3.0
150,8,degree_assortativity_ud,-0.44449531907935075
150,8,avg_clustering_ud,0.0
150,8,modularity_ud,0.6844240129799891
150,9,n_nodes,150.0
150,9,n_edges,41.0
150,9,lcc_nodes,15.0
150,9,lcc_ratio,0.1
150,9,avg_shortest_path_lcc,2.2857142857142856
150,9,diameter_lcc,4.0
150,9,degree_assortativity_ud,-0.4040799069865766
150,9,avg_clustering_ud,0.0
150,9,modularity_ud,0.8132086167800453
150,10,n_nodes,150.0
150,10,n_edges,111.0
150,10,lcc_nodes,99.0
150,10,lcc_ratio,0.66
150,10,avg_shortest_path_lcc,2.547103689960833
150,10,diameter_lcc,6.0
150,10,degree_assortativity_ud,-0.5856913267635887
150,10,avg_clustering_ud,0.0
150,10,modularity_ud,0.36167800453514737
150,11,n_nodes,150.0
150,11,n_edges,42.0
150,11,lcc_nodes,14.0
150,11,lcc_ratio,0.09333333333333334
150,11,avg_shortest_path_lcc,1.8571428571428572
150,11,diameter_lcc,2.0
150,11,degree_assortativity_ud,-0.43358266701057513
150,11,avg_clustering_ud,0.0
150,11,modularity_ud,0.8296376419686317
150,12,n_nodes,150.0
150,12,n_edges,32.0
150,12,lcc_nodes,10.0
150,12,lcc_ratio,0.06666666666666667
150,12,avg_shortest_path_lcc,1.8
150,12,diameter_lcc,2.0
150,12,degree_assortativity_ud,-0.2631023102310231
150,12,avg_clustering_ud,0.0
150,12,modularity_ud,0.884083044982699
150,13,n_nodes,150.0
150,13,n_edges,102.0
150,13,lcc_nodes,91.0
150,13,lcc_ratio,0.6066666666666667
150,13,avg_shortest_path_lcc,2.7995115995115993
150,13,diameter_lcc,6.0
150,13,degree_assortativity_ud,-0.5508397057809388
150,13,avg_clustering_ud,0.0
150,13,modularity_ud,0.46436682590649236
150,14,n_nodes,150.0
150,14,n_edges,35.0
150,14,lcc_nodes,20.0
150,14,lcc_ratio,0.13333333333333333
150,14,avg_shortest_path_lcc,2.068421052631579
150,14,diameter_lcc,3.0
150,14,degree_assortativity_ud,-0.4321132761565444
150,14,avg_clustering_ud,0.0
150,14,modularity_ud,0.6909722222222222
150,15,n_nodes,150.0
150,15,n_edges,38.0
150,15,lcc_nodes,9.0
150,15,lcc_ratio,0.06
150,15,avg_shortest_path_lcc,1.7777777777777777
150,15,diameter_lcc,2.0
150,15,degree_assortativity_ud,-0.5356576862123613
150,15,avg_clustering_ud,0.0
150,15,modularity_ud,0.86875
150,16,n_nodes,150.0
150,16,n_edges,112.0
150,16,lcc_nodes,85.0
150,16,lcc_ratio,0.5666666666666667
150,16,avg_shortest_path_lcc,2.4750700280112046
150,16,diameter_lcc,6.0
150,16,degree_assortativity_ud,-0.49269214464057176
150,16,avg_clustering_ud,0.0
150,16,modularity_ud,0.54067345126699
150,17,n_nodes,150.0
150,17,n_edges,36.0
150,17,lcc_nodes,11.0
150,17,lcc_ratio,0.07333333333333333
150,17,avg_shortest_path_lcc,1.8181818181818181
150,17,diameter_lcc,2.0
150,17,degree_assortativity_ud,-0.31401748138556174
150,17,avg_clustering_ud,0.0
150,17,modularity_ud,0.8619430241051863
150,18,n_nodes,150.0
150,18,n_edges,100.0
150,18,lcc_nodes,91.0
150,18,lcc_ratio,0.6066666666666667
150,18,avg_shortest_path_lcc,2.426373626373626
150,18,diameter_lcc,5.0
150,18,degree_assortativity_ud,-0.6448674337866164
150,18,avg_clustering_ud,0.0
150,18,modularity_ud,0.3272766446423441
150,19,n_nodes,150.0
150,19,n_edges,19.0
150,19,lcc_nodes,7.0
150,19,lcc_ratio,0.04666666666666667
150,19,avg_shortest_path_lcc,1.7142857142857142
150,19,diameter_lcc,2.0
150,19,degree_assortativity_ud,-0.3398470688190315
150,19,avg_clustering_ud,0.0
150,19,modularity_ud,0.8365650969529085
150,20,n_nodes,150.0
150,20,n_edges,114.0
150,20,lcc_nodes,84.0
150,20,lcc_ratio,0.56
150,20,avg_shortest_path_lcc,2.5117613310384397
150,20,diameter_lcc,6.0
150,20,degree_assortativity_ud,-0.5323778256867225
150,20,avg_clustering_ud,0.0
150,20,modularity_ud,0.5096100192200385
150,21,n_nodes,150.0
150,21,n_edges,55.0
150,21,lcc_nodes,18.0
150,21,lcc_ratio,0.12
150,21,avg_shortest_path_lcc,2.816993464052288
150,21,diameter_lcc,5.0
150,21,degree_assortativity_ud,-0.496354542228937
150,21,avg_clustering_ud,0.0
150,21,modularity_ud,0.8105570944906124
150,22,n_nodes,150.0
150,22,n_edges,26.0
150,22,lcc_nodes,7.0
150,22,lcc_ratio,0.04666666666666667
150,22,avg_shortest_path_lcc,1.7142857142857142
150,22,diameter_lcc,2.0
150,22,degree_assortativity_ud,-0.2804171494785633
150,22,avg_clustering_ud,0.0
150,22,modularity_ud,0.8998628257887518
150,23,n_nodes,150.0
150,23,n_edges,92.0
150,23,lcc_nodes,77.0
150,23,lcc_ratio,0.5133333333333333
150,23,avg_shortest_path_lcc,2.1496924128503077
150,23,diameter_lcc,5.0
150,23,degree_assortativity_ud,-0.6326554469190918
150,23,avg_clustering_ud,0.0
150,23,modularity_ud,0.32505022272687567
150,24,n_nodes,150.0
150,24,n_edges,55.0
150,24,lcc_nodes,18.0
150,24,lcc_ratio,0.12
150,24,avg_shortest_path_lcc,1.9869281045751634
150,24,diameter_lcc,3.0
150,24,degree_assortativity_ud,-0.41684523600426215
150,24,avg_clustering_ud,0.0
150,24,modularity_ud,0.8285626346568175
150,25,n_nodes,150.0
150,25,n_edges,37.0
150,25,lcc_nodes,19.0
150,25,lcc_ratio,0.12666666666666668
150,25,avg_shortest_path_lcc,1.894736842105263
150,25,diameter_lcc,2.0
150,25,degree_assortativity_ud,-0.4378085682433509
150,25,avg_clustering_ud,0.0
150,25,modularity_ud,0.7166337935568705
150,26,n_nodes,150.0
150,26,n_edges,38.0
150,26,lcc_nodes,20.0
150,26,lcc_ratio,0.13333333333333333
150,26,avg_shortest_path_lcc,2.136842105263158
150,26,diameter_lcc,3.0
150,26,degree_assortativity_ud,-0.3843760461589964
150,26,avg_clustering_ud,0.0
150,26,modularity_ud,0.7359375
150,27,n_nodes,150.0
150,27,n_edges,29.0
150,27,lcc_nodes,16.0
150,27,lcc_ratio,0.10666666666666667
150,27,avg_shortest_path_lcc,1.9833333333333334
150,27,diameter_lcc,3.0
150,27,degree_assortativity_ud,-0.3404992519095993
150,27,avg_clustering_ud,0.0
150,27,modularity_ud,0.70751953125
150,28,n_nodes,150.0
150,28,n_edges,105.0
150,28,lcc_nodes,92.0
150,28,lcc_ratio,0.6133333333333333
150,28,avg_shortest_path_lcc,2.729813664596273
150,28,diameter_lcc,6.0
150,28,degree_assortativity_ud,-0.5576854264259108
150,28,avg_clustering_ud,0.0
150,28,modularity_ud,0.4993997599039616
150,29,n_nodes,150.0
150,29,n_edges,30.0
150,29,lcc_nodes,9.0
150,29,lcc_ratio,0.06
150,29,avg_shortest_path_lcc,1.7777777777777777
150,29,diameter_lcc,2.0
150,29,degree_assortativity_ud,-0.31238447319778184
150,29,avg_clustering_ud,0.0
150,29,modularity_ud,0.8828125
150,30,n_nodes,150.0
150,30,n_edges,29.0
150,30,lcc_nodes,19.0
150,30,lcc_ratio,0.12666666666666668
150,30,avg_shortest_path_lcc,1.894736842105263
150,30,diameter_lcc,2.0
150,30,degree_assortativity_ud,-0.4668493257160624
150,30,avg_clustering_ud,0.0
150,30,modularity_ud,0.62
150,31,n_nodes,150.0
150,31,n_edges,16.0
150,31,lcc_nodes,7.0
150,31,lcc_ratio,0.04666666666666667
150,31,avg_shortest_path_lcc,1.7142857142857142
150,31,diameter_lcc,2.0
150,31,degree_assortativity_ud,-0.3064687168610817
150,31,avg_clustering_ud,0.0
150,31,modularity_ud,0.8046875
150,32,n_nodes,150.0
150,32,n_edges,21.0
150,32,lcc_nodes,4.0
150,32,lcc_ratio,0.02666666666666667
150,32,avg_shortest_path_lcc,1.5
150,32,diameter_lcc,2.0
150,32,degree_assortativity_ud,-0.5127118644067805
150,32,avg_clustering_ud,0.0
150,32,modularity_ud,0.8998109640831757
150,33,n_nodes,150.0
150,33,n_edges,44.0
150,33,lcc_nodes,18.0
150,33,lcc_ratio,0.12
150,33,avg_shortest_path_lcc,1.9869281045751634
150,33,diameter_lcc,3.0
150,33,degree_assortativity_ud,-0.41871412910298567
150,33,avg_clustering_ud,0.0
150,33,modularity_ud,0.7880434782608695
150,34,n_nodes,150.0
150,34,n_edges,46.0
150,34,lcc_nodes,21.0
150,34,lcc_ratio,0.14
150,34,avg_shortest_path_lcc,1.9047619047619047
150,34,diameter_lcc,2.0
150,34,degree_assortativity_ud,-0.47137797810688975
150,34,avg_clustering_ud,0.0
150,34,modularity_ud,0.7335069444444444
150,35,n_nodes,150.0
150,35,n_edges,57.0
150,35,lcc_nodes,22.0
150,35,lcc_ratio,0.14666666666666667
150,35,avg_shortest_path_lcc,2.064935064935065
150,35,diameter_lcc,3.0
150,35,degree_assortativity_ud,-0.45168737602579323
150,35,avg_clustering_ud,0.0
150,35,modularity_ud,0.7710428037920138
150,36,n_nodes,150.0
150,36,n_edges,40.0
150,36,lcc_nodes,19.0
150,36,lcc_ratio,0.12666666666666668
150,36,avg_shortest_path_lcc,1.894736842105263
150,36,diameter_lcc,2.0
150,36,degree_assortativity_ud,-0.4677222898903775
150,36,avg_clustering_ud,0.0
150,36,modularity_ud,0.744794765020821
150,37,n_nodes,150.0
150,37,n_edges,111.0
150,37,lcc_nodes,92.0
150,37,lcc_ratio,0.6133333333333333
150,37,avg_shortest_path_lcc,2.3549928332537027
150,37,diameter_lcc,7.0
150,37,degree_assortativity_ud,-0.5776981706259101
150,37,avg_clustering_ud,0.0
150,37,modularity_ud,0.38085789871504155
150,38,n_nodes,150.0
150,38,n_edges,28.0
150,38,lcc_nodes,14.0
150,38,lcc_ratio,0.09333333333333334
150,38,avg_shortest_path_lcc,2.098901098901099
150,38,diameter_lcc,4.0
150,38,degree_assortativity_ud,-0.3392040058706727
150,38,avg_clustering_ud,0.0
150,38,modularity_ud,0.7592152199762188
150,39,n_nodes,150.0
150,39,n_edges,88.0
150,39,lcc_nodes,82.0
150,39,lcc_ratio,0.5466666666666666
150,39,avg_shortest_path_lcc,2.4305931948208372
150,39,diameter_lcc,6.0
150,39,degree_assortativity_ud,-0.6819196428571428
150,39,avg_clustering_ud,0.0
150,39,modularity_ud,0.29404279385427473
150,40,n_nodes,150.0
150,40,n_edges,94.0
150,40,lcc_nodes,77.0
150,40,lcc_ratio,0.5133333333333333
150,40,avg_shortest_path_lcc,2.429254955570745
150,40,diameter_lcc,5.0
150,40,degree_assortativity_ud,-0.5749311097332693
150,40,avg_clustering_ud,0.0
150,40,modularity_ud,0.4238361428945759
150,41,n_nodes,150.0
150,41,n_edges,23.0
150,41,lcc_nodes,8.0
150,41,lcc_ratio,0.05333333333333334
150,41,avg_shortest_path_lcc,1.75
150,41,diameter_lcc,2.0
150,41,degree_assortativity_ud,-0.43873179091688125
150,41,avg_clustering_ud,0.0
150,41,modularity_ud,0.8461538461538461
150,42,n_nodes,150.0
150,42,n_edges,32.0
150,42,lcc_nodes,11.0
150,42,lcc_ratio,0.07333333333333333
150,42,avg_shortest_path_lcc,1.8181818181818181
150,42,diameter_lcc,2.0
150,42,degree_assortativity_ud,-0.3852700490998363
150,42,avg_clustering_ud,0.0
150,42,modularity_ud,0.8203125
150,43,n_nodes,150.0
150,43,n_edges,43.0
150,43,lcc_nodes,11.0
150,43,lcc_ratio,0.07333333333333333
150,43,avg_shortest_path_lcc,1.8181818181818181
150,43,diameter_lcc,2.0
150,43,degree_assortativity_ud,-0.47907169498549507
150,43,avg_clustering_ud,0.0
150,43,modularity_ud,0.8740740740740741
150,44,n_nodes,150.0
150,44,n_edges,28.0
150,44,lcc_nodes,12.0
150,44,lcc_ratio,0.08
150,44,avg_shortest_path_lcc,1.9696969696969697
150,44,diameter_lcc,3.0
150,44,degree_assortativity_ud,-0.3162806774974075
150,44,avg_clustering_ud,0.0
150,44,modularity_ud,0.7991675338189386
150,45,n_nodes,150.0
150,45,n_edges,117.0
150,45,lcc_nodes,101.0
150,45,lcc_ratio,0.6733333333333333
150,45,avg_shortest_path_lcc,2.7885148514851483
150,45,diameter_lcc,6.0
150,45,degree_assortativity_ud,-0.5377152786194161
150,45,avg_clustering_ud,0.0
150,45,modularity_ud,0.5080558539205156
150,46,n_nodes,150.0
150,46,n_edges,85.0
150,46,lcc_nodes,77.0
150,46,lcc_ratio,0.5133333333333333
150,46,avg_shortest_path_lcc,2.1496924128503077
150,46,diameter_lcc,6.0
150,46,degree_assortativity_ud,-0.7239865993951535
150,46,avg_clustering_ud,0.0
150,46,modularity_ud,0.271137026239067
150,47,n_nodes,150.0
150,47,n_edges,23.0
150,47,lcc_nodes,4.0
150,47,lcc_ratio,0.02666666666666667
150,47,avg_shortest_path_lcc,1.3333333333333333
150,47,diameter_lcc,2.0
150,47,degree_assortativity_ud,-0.14427860696517372
150,47,avg_clustering_ud,0.0
150,47,modularity_ud,0.896
150,48,n_nodes,150.0
150,48,n_edges,30.0
150,48,lcc_nodes,19.0
150,48,lcc_ratio,0.12666666666666668
150,48,avg_shortest_path_lcc,1.894736842105263
150,48,diameter_lcc,2.0
150,48,degree_assortativity_ud,-0.48466489965921994
150,48,avg_clustering_ud,0.0
150,48,modularity_ud,0.583984375
150,49,n_nodes,150.0
150,49,n_edges,46.0
150,49,lcc_nodes,15.0
150,49,lcc_ratio,0.1
150,49,avg_shortest_path_lcc,1.8666666666666667
150,49,diameter_lcc,2.0
150,49,degree_assortativity_ud,-0.5535870286892408
150,49,avg_clustering_ud,0.0
150,49,modularity_ud,0.7994791666666666
150,50,n_nodes,150.0
150,50,n_edges,24.0
150,50,lcc_nodes,7.0
150,50,lcc_ratio,0.04666666666666667
150,50,avg_shortest_path_lcc,1.7142857142857142
150,50,diameter_lcc,2.0
150,50,degree_assortativity_ud,-0.36363636363636365
150,50,avg_clustering_ud,0.0
150,50,modularity_ud,0.875
150,51,n_nodes,150.0
150,51,n_edges,106.0
150,51,lcc_nodes,90.0
150,51,lcc_ratio,0.6
150,51,avg_shortest_path_lcc,2.4823970037453185
150,51,diameter_lcc,6.0
150,51,degree_assortativity_ud,-0.5635056721607695
150,51,avg_clustering_ud,0.0
150,51,modularity_ud,0.4418120189252172
150,52,n_nodes,150.0
150,52,n_edges,43.0
150,52,lcc_nodes,17.0
150,52,lcc_ratio,0.11333333333333333
150,52,avg_shortest_path_lcc,1.8823529411764706
150,52,diameter_lcc,2.0
150,52,degree_assortativity_ud,-0.5335424828101888
150,52,avg_clustering_ud,0.0
150,52,modularity_ud,0.7733333333333333
150,53,n_nodes,150.0
150,53,n_edges,117.0
150,53,lcc_nodes,99.0
150,53,lcc_ratio,0.66
150,53,avg_shortest_path_lcc,2.99443413729128
150,53,diameter_lcc,7.0
150,53,degree_assortativity_ud,-0.4656714231008667
150,53,avg_clustering_ud,0.0
150,53,modularity_ud,0.5395490916955017
150,54,n_nodes,150.0
150,54,n_edges,103.0
150,54,lcc_nodes,78.0
150,54,lcc_ratio,0.52
150,54,avg_shortest_path_lcc,2.4175824175824174
150,54,diameter_lcc,6.0
150,54,degree_assortativity_ud,-0.5072482210909911
150,54,avg_clustering_ud,0.0
150,54,modularity_ud,0.511688216816422
150,55,n_nodes,150.0
150,55,n_edges,94.0
150,55,lcc_nodes,85.0
150,55,lcc_ratio,0.5666666666666667
150,55,avg_shortest_path_lcc,2.4756302521008404
150,55,diameter_lcc,6.0
150,55,degree_assortativity_ud,-0.6415084562711008
150,55,avg_clustering_ud,0.0
150,55,modularity_ud,0.3471045506157742
150,56,n_nodes,150.0
150,56,n_edges,102.0
150,56,lcc_nodes,83.0
150,56,lcc_ratio,0.5533333333333333
150,56,avg_shortest_path_lcc,2.4825154275639143
150,56,diameter_lcc,7.0
150,56,degree_assortativity_ud,-0.552423258678794
150,56,avg_clustering_ud,0.0
150,56,modularity_ud,0.4495170846522198
150,57,n_nodes,150.0
150,57,n_edges,103.0
150,57,lcc_nodes,71.0
150,57,lcc_ratio,0.47333333333333333
150,57,avg_shortest_path_lcc,2.431388329979879
150,57,diameter_lcc,6.0
150,57,degree_assortativity_ud,-0.43627644485381506
150,57,avg_clustering_ud,0.0
150,57,modularity_ud,0.5724250637755103
150,58,n_nodes,150.0
150,58,n_edges,123.0
150,58,lcc_nodes,101.0
150,58,lcc_ratio,0.6733333333333333
150,58,avg_shortest_path_lcc,2.944158415841584
150,58,diameter_lcc,7.0
150,58,degree_assortativity_ud,-0.4721681425452313
150,58,avg_clustering_ud,0.0
150,58,modularity_ud,0.5463258026159334
150,59,n_nodes,150.0
150,59,n_edges,40.0
150,59,lcc_nodes,18.0
150,59,lcc_ratio,0.12
150,59,avg_shortest_path_lcc,1.9869281045751634
150,59,diameter_lcc,3.0
150,59,degree_assortativity_ud,-0.33832269425489775
150,59,avg_clustering_ud,0.0
150,59,modularity_ud,0.7763656030286641
150,60,n_nodes,150.0
150,60,n_edges,105.0
150,60,lcc_nodes,70.0
150,60,lcc_ratio,0.4666666666666667
150,60,avg_shortest_path_lcc,1.9991718426501035
150,60,diameter_lcc,3.0
150,60,degree_assortativity_ud,-0.5801452783094719
150,60,avg_clustering_ud,0.0
150,60,modularity_ud,0.5056614800204544
150,61,n_nodes,150.0
150,61,n_edges,19.0
150,61,lcc_nodes,7.0
150,61,lcc_ratio,0.04666666666666667
150,61,avg_shortest_path_lcc,1.7142857142857142
150,61,diameter_lcc,2.0
150,61,degree_assortativity_ud,-0.30158730158730157
150,61,avg_clustering_ud,0.0
150,61,modularity_ud,0.8421052631578947
150,62,n_nodes,150.0
150,62,n_edges,27.0
150,62,lcc_nodes,9.0
150,62,lcc_ratio,0.06
150,62,avg_shortest_path_lcc,1.7777777777777777
150,62,diameter_lcc,2.0
150,62,degree_assortativity_ud,-0.23400365630712988
150,62,avg_clustering_ud,0.0
150,62,modularity_ud,0.8751714677640603
150,63,n_nodes,150.0
150,63,n_edges,21.0
150,63,lcc_nodes,7.0
150,63,lcc_ratio,0.04666666666666667
150,63,avg_shortest_path_lcc,1.7142857142857142
150,63,diameter_lcc,2.0
150,63,degree_assortativity_ud,-0.3608458390177349
150,63,avg_clustering_ud,0.0
150,63,modularity_ud,0.8553719008264463
150,64,n_nodes,150.0
150,64,n_edges,46.0
150,64,lcc_nodes,19.0
150,64,lcc_ratio,0.12666666666666668
150,64,avg_shortest_path_lcc,2.0701754385964914
150,64,diameter_lcc,3.0
150,64,degree_assortativity_ud,-0.41516490029776604
150,64,avg_clustering_ud,0.0
150,64,modularity_ud,0.773654513888889
150,65,n_nodes,150.0
150,65,n_edges,94.0
150,65,lcc_nodes,78.0
150,65,lcc_ratio,0.52
150,65,avg_shortest_path_lcc,2.0486180486180485
150,65,diameter_lcc,4.0
150,65,degree_assortativity_ud,-0.6551903488327292
150,65,avg_clustering_ud,0.0
150,65,modularity_ud,0.33487654320987664
150,66,n_nodes,150.0
150,66,n_edges,83.0
150,66,lcc_nodes,72.0
150,66,lcc_ratio,0.48
150,66,avg_shortest_path_lcc,1.9992175273865416
150,66,diameter_lcc,3.0
150,66,degree_assortativity_ud,-0.732585897383682
150,66,avg_clustering_ud,0.0
150,66,modularity_ud,0.23819999999999994
150,67,n_nodes,150.0
150,67,n_edges,49.0
150,67,lcc_nodes,20.0
150,67,lcc_ratio,0.13333333333333333
150,67,avg_shortest_path_lcc,2.068421052631579
150,67,diameter_lcc,3.0
150,67,degree_assortativity_ud,-0.4017718556725649
150,67,avg_clustering_ud,0.0
150,67,modularity_ud,0.7865788536845852
150,68,n_nodes,150.0
150,68,n_edges,115.0
150,68,lcc_nodes,84.0
150,68,lcc_ratio,0.56
150,68,avg_shortest_path_lcc,2.484796328169822
150,68,diameter_lcc,5.0
150,68,degree_assortativity_ud,-0.5194267821237982
150,68,avg_clustering_ud,0.0
150,68,modularity_ud,0.5269214590469323
150,69,n_nodes,150.0
150,69,n_edges,107.0
150,69,lcc_nodes,87.0
150,69,lcc_ratio,0.58
150,69,avg_shortest_path_lcc,2.37155840684309
150,69,diameter_lcc,5.0
150,69,degree_assortativity_ud,-0.5499057928402559
150,69,avg_clustering_ud,0.0
150,69,modularity_ud,0.404327392578125
150,70,n_nodes,150.0
150,70,n_edges,57.0
150,70,lcc_nodes,19.0
150,70,lcc_ratio,0.12666666666666668
150,70,avg_shortest_path_lcc,2.0701754385964914
150,70,diameter_lcc,3.0
150,70,degree_assortativity_ud,-0.3205645161290323
150,70,avg_clustering_ud,0.0
150,70,modularity_ud,0.863703923900119
150,71,n_nodes,150.0
150,71,n_edges,90.0
150,71,lcc_nodes,81.0
150,71,lcc_ratio,0.54
150,71,avg_shortest_path_lcc,2.53641975308642
150,71,diameter_lcc,5.0
150,71,degree_assortativity_ud,-0.632957927109777
150,71,avg_clustering_ud,0.0
150,71,modularity_ud,0.4112121928166352
150,72,n_nodes,150.0
150,72,n_edges,50.0
150,72,lcc_nodes,21.0
150,72,lcc_ratio,0.14
150,72,avg_shortest_path_lcc,1.9904761904761905
150,72,diameter_lcc,3.0
150,72,degree_assortativity_ud,-0.3081517271461406
150,72,avg_clustering_ud,0.0
150,72,modularity_ud,0.8025987896048417
150,73,n_nodes,150.0
150,73,n_edges,35.0
150,73,lcc_nodes,22.0
