N,replica,metric,value
200,61,diameter_lcc,6.0
200,61,degree_assortativity_ud,-0.558821043109668
200,61,avg_clustering_ud,0.0
200,61,modularity_ud,0.4186759770070599
200,62,n_nodes,200.0
200,62,n_edges,169.0
200,62,lcc_nodes,141.0
200,62,lcc_ratio,0.705
200,62,avg_shortest_path_lcc,2.907193515704154
200,62,diameter_lcc,7.0
200,62,degree_assortativity_ud,-0.48339804242127066
200,62,avg_clustering_ud,0.0
200,62,modularity_ud,0.5819043593768869
200,63,n_nodes,200.0
200,63,n_edges,152.0
200,63,lcc_nodes,110.0
200,63,lcc_ratio,0.55
200,63,avg_shortest_path_lcc,2.5234361968306924
200,63,diameter_lcc,6.0
200,63,degree_assortativity_ud,-0.4475094688484924
200,63,avg_clustering_ud,0.0
200,63,modularity_ud,0.5794158605894087
200,64,n_nodes,200.0
200,64,n_edges,69.0
200,64,lcc_nodes,23.0
200,64,lcc_ratio,0.115
200,64,avg_shortest_path_lcc,2.142292490118577
200,64,diameter_lcc,4.0
200,64,degree_assortativity_ud,-0.4051760712770471
200,64,avg_clustering_ud,0.0
200,64,modularity_ud,0.8218607419162864
200,65,n_nodes,200.0
200,65,n_edges,176.0
200,65,lcc_nodes,145.0
200,65,lcc_ratio,0.725
200,65,avg_shortest_path_lcc,2.906513409961686
200,65,diameter_lcc,6.0
200,65,degree_assortativity_ud,-0.48321495354830746
200,65,avg_clustering_ud,0.0
200,65,modularity_ud,0.5678605590392177
200,66,n_nodes,200.0
200,66,n_edges,158.0
200,66,lcc_nodes,102.0
200,66,lcc_ratio,0.51
200,66,avg_shortest_path_lcc,2.2083090662007376
200,66,diameter_lcc,6.0
200,66,degree_assortativity_ud,-0.4828975685465657
200,66,avg_clustering_ud,0.0
200,66,modularity_ud,0.5721107331231859
200,67,n_nodes,200.0
200,67,n_edges,25.0
200,67,lcc_nodes,5.0
200,67,lcc_ratio,0.025
200,67,avg_shortest_path_lcc,1.6
200,67,diameter_lcc,2.0
200,67,degree_assortativity_ud,-0.2711864406779656
200,67,avg_clustering_ud,0.0
200,67,modularity_ud,0.9230769230769231
200,68,n_nodes,200.0
200,68,n_edges,64.0
200,68,lcc_nodes,22.0
200,68,lcc_ratio,0.11
200,68,avg_shortest_path_lcc,1.9090909090909092
200,68,diameter_lcc,2.0
200,68,degree_assortativity_ud,-0.3575829780896889
200,68,avg_clustering_ud,0.0
200,68,modularity_ud,0.8380485631543774
200,69,n_nodes,200.0
200,69,n_edges,78.0
200,69,lcc_nodes,23.0
200,69,lcc_ratio,0.115
200,69,avg_shortest_path_lcc,1.992094861660079
200,69,diameter_lcc,3.0
200,69,degree_assortativity_ud,-0.4000488417527211
200,69,avg_clustering_ud,0.0
200,69,modularity_ud,0.8546707258452171
200,70,n_nodes,200.0
200,70,n_edges,151.0
200,70,lcc_nodes,120.0
200,70,lcc_ratio,0.6
200,70,avg_shortest_path_lcc,2.6168067226890757
200,70,diameter_lcc,6.0
200,70,degree_assortativity_ud,-0.4783817509365284
200,70,avg_clustering_ud,0.0
200,70,modularity_ud,0.533131313131313
200,71,n_nodes,200.0
200,71,n_edges,159.0
200,71,lcc_nodes,119.0
200,71,lcc_ratio,0.595
200,71,avg_shortest_path_lcc,2.604187437686939
200,71,diameter_lcc,5.0
200,71,degree_assortativity_ud,-0.48595291454647843
200,71,avg_clustering_ud,0.0
200,71,modularity_ud,0.5843755102040816
200,72,n_nodes,200.0
200,72,n_edges,145.0
200,72,lcc_nodes,118.0
200,72,lcc_ratio,0.59
200,72,avg_shortest_path_lcc,2.598870056497175
200,72,diameter_lcc,7.0
200,72,degree_assortativity_ud,-0.5071539365353729
200,72,avg_clustering_ud,0.0
200,72,modularity_ud,0.5246926939058172
200,73,n_nodes,200.0
200,73,n_edges,136.0
200,73,lcc_nodes,104.0
200,73,lcc_ratio,0.52
200,73,avg_shortest_path_lcc,2.2834204630321135
200,73,diameter_lcc,5.0
200,73,degree_assortativity_ud,-0.529865216611751
200,73,avg_clustering_ud,0.0
200,73,modularity_ud,0.47389976398722755
200,74,n_nodes,200.0
200,74,n_edges,162.0
200,74,lcc_nodes,113.0
200,74,lcc_ratio,0.565
200,74,avg_shortest_path_lcc,2.40897597977244
200,74,diameter_lcc,6.0
200,74,degree_assortativity_ud,-0.4884746804265828
200,74,avg_clustering_ud,0.0
200,74,modularity_ud,0.5725632782996786
200,75,n_nodes,200.0
200,75,n_edges,68.0
200,75,lcc_nodes,24.0
200,75,lcc_ratio,0.12
200,75,avg_shortest_path_lcc,1.9166666666666667
200,75,diameter_lcc,2.0
200,75,degree_assortativity_ud,-0.3794170543258748
200,75,avg_clustering_ud,0.0
200,75,modularity_ud,0.8135714285714285
200,76,n_nodes,200.0
200,76,n_edges,140.0
200,76,lcc_nodes,118.0
200,76,lcc_ratio,0.59
200,76,avg_shortest_path_lcc,2.25206431986093
200,76,diameter_lcc,5.0
200,76,degree_assortativity_ud,-0.6189625999725638
200,76,avg_clustering_ud,0.0
200,76,modularity_ud,0.37909417074958535
200,77,n_nodes,200.0
200,77,n_edges,162.0
200,77,lcc_nodes,141.0
200,77,lcc_ratio,0.705
200,77,avg_shortest_path_lcc,3.013576494427558
200,77,diameter_lcc,8.0
200,77,degree_assortativity_ud,-0.4919332177527529
200,77,avg_clustering_ud,0.0
200,77,modularity_ud,0.5215914461247637
200,78,n_nodes,200.0
200,78,n_edges,35.0
200,78,lcc_nodes,6.0
200,78,lcc_ratio,0.03
200,78,avg_shortest_path_lcc,1.7333333333333334
200,78,diameter_lcc,3.0
200,78,degree_assortativity_ud,-0.22270742358078618
200,78,avg_clustering_ud,0.0
200,78,modularity_ud,0.9218407596785976
200,79,n_nodes,200.0
200,79,n_edges,161.0
200,79,lcc_nodes,139.0
200,79,lcc_ratio,0.695
200,79,avg_shortest_path_lcc,2.8893754561568135
200,79,diameter_lcc,7.0
200,79,degree_assortativity_ud,-0.526020534036861
200,79,avg_clustering_ud,0.0
200,79,modularity_ud,0.5107218809073724
200,80,n_nodes,200.0
200,80,n_edges,144.0
200,80,lcc_nodes,108.0
200,80,lcc_ratio,0.54
200,80,avg_shortest_path_lcc,2.367082035306334
200,80,diameter_lcc,7.0
200,80,degree_assortativity_ud,-0.5141335232521304
200,80,avg_clustering_ud,0.0
200,80,modularity_ud,0.5052802432610125
200,81,n_nodes,200.0
200,81,n_edges,141.0
200,81,lcc_nodes,121.0
200,81,lcc_ratio,0.605
200,81,avg_shortest_path_lcc,2.6644628099173553
200,81,diameter_lcc,7.0
200,81,degree_assortativity_ud,-0.5138278575908702
200,81,avg_clustering_ud,0.0
200,81,modularity_ud,0.45762841030330736
200,82,n_nodes,200.0
200,82,n_edges,172.0
200,82,lcc_nodes,138.0
200,82,lcc_ratio,0.69
200,82,avg_shortest_path_lcc,3.0393525864804825
200,82,diameter_lcc,7.0
200,82,degree_assortativity_ud,-0.4636309204218324
200,82,avg_clustering_ud,0.0
200,82,modularity_ud,0.6172853185595568
200,83,n_nodes,200.0
200,83,n_edges,136.0
200,83,lcc_nodes,112.0
200,83,lcc_ratio,0.56
200,83,avg_shortest_path_lcc,2.237129987129987
200,83,diameter_lcc,5.0
200,83,degree_assortativity_ud,-0.601672841848875
200,83,avg_clustering_ud,0.0
200,83,modularity_ud,0.40411111111111114
200,84,n_nodes,200.0
200,84,n_edges,67.0
200,84,lcc_nodes,24.0
200,84,lcc_ratio,0.12
200,84,avg_shortest_path_lcc,2.2681159420289854
200,84,diameter_lcc,4.0
200,84,degree_assortativity_ud,-0.33820080330542324
200,84,avg_clustering_ud,0.0
200,84,modularity_ud,0.8290816326530611
200,85,n_nodes,200.0
200,85,n_edges,137.0
200,85,lcc_nodes,108.0
200,85,lcc_ratio,0.54
200,85,avg_shortest_path_lcc,2.5036344755970923
200,85,diameter_lcc,6.0
200,85,degree_assortativity_ud,-0.50377654122981
200,85,avg_clustering_ud,0.0
200,85,modularity_ud,0.4876979079864918
200,86,n_nodes,200.0
200,86,n_edges,146.0
200,86,lcc_nodes,124.0
200,86,lcc_ratio,0.62
200,86,avg_shortest_path_lcc,2.746918436926305
200,86,diameter_lcc,7.0
200,86,degree_assortativity_ud,-0.5449686383358016
200,86,avg_clustering_ud,0.0
200,86,modularity_ud,0.49049644322330543
200,87,n_nodes,200.0
200,87,n_edges,147.0
200,87,lcc_nodes,120.0
200,87,lcc_ratio,0.6
200,87,avg_shortest_path_lcc,2.6955182072829134
200,87,diameter_lcc,7.0
200,87,degree_assortativity_ud,-0.5133234271526773
200,87,avg_clustering_ud,0.0
200,87,modularity_ud,0.5502155769154701
200,88,n_nodes,200.0
200,88,n_edges,69.0
200,88,lcc_nodes,24.0
200,88,lcc_ratio,0.12
200,88,avg_shortest_path_lcc,1.9166666666666667
200,88,diameter_lcc,2.0
200,88,degree_assortativity_ud,-0.4102293173612201
200,88,avg_clustering_ud,0.0
200,88,modularity_ud,0.8063271604938271
200,89,n_nodes,200.0
200,89,n_edges,163.0
200,89,lcc_nodes,127.0
200,89,lcc_ratio,0.635
200,89,avg_shortest_path_lcc,2.7384076990376203
200,89,diameter_lcc,7.0
200,89,degree_assortativity_ud,-0.4898665649668806
200,89,avg_clustering_ud,0.0
200,89,modularity_ud,0.5622784735349716
200,90,n_nodes,200.0
200,90,n_edges,130.0
200,90,lcc_nodes,98.0
200,90,lcc_ratio,0.49
200,90,avg_shortest_path_lcc,2.1969282558384178
200,90,diameter_lcc,6.0
200,90,degree_assortativity_ud,-0.5374978947873543
200,90,avg_clustering_ud,0.0
200,90,modularity_ud,0.4724359941652835
200,91,n_nodes,200.0
200,91,n_edges,159.0
200,91,lcc_nodes,136.0
200,91,lcc_ratio,0.68
200,91,avg_shortest_path_lcc,2.8045751633986926
200,91,diameter_lcc,8.0
200,91,degree_assortativity_ud,-0.5400922292573602
200,91,avg_clustering_ud,0.0
200,91,modularity_ud,0.5263289785826456
200,92,n_nodes,200.0
200,92,n_edges,30.0
200,92,lcc_nodes,6.0
200,92,lcc_ratio,0.03
200,92,avg_shortest_path_lcc,1.6666666666666667
200,92,diameter_lcc,2.0
200,92,degree_assortativity_ud,-0.3453815261044176
200,92,avg_clustering_ud,0.0
200,92,modularity_ud,0.900390625
200,93,n_nodes,200.0
200,93,n_edges,169.0
200,93,lcc_nodes,134.0
200,93,lcc_ratio,0.67
200,93,avg_shortest_path_lcc,2.842666367411065
200,93,diameter_lcc,6.0
200,93,degree_assortativity_ud,-0.4858880621835683
200,93,avg_clustering_ud,0.0
200,93,modularity_ud,0.5590657880752471
200,94,n_nodes,200.0
200,94,n_edges,156.0
200,94,lcc_nodes,114.0
200,94,lcc_ratio,0.57
200,94,avg_shortest_path_lcc,2.631268436578171
200,94,diameter_lcc,7.0
200,94,degree_assortativity_ud,-0.45323188476321763
200,94,avg_clustering_ud,0.0
200,94,modularity_ud,0.5676601289719001
200,95,n_nodes,200.0
200,95,n_edges,68.0
200,95,lcc_nodes,22.0
200,95,lcc_ratio,0.11
200,95,avg_shortest_path_lcc,3.017316017316017
200,95,diameter_lcc,6.0
200,95,degree_assortativity_ud,-0.3779978768223478
200,95,avg_clustering_ud,0.0
200,95,modularity_ud,0.832870462209879
200,96,n_nodes,200.0
200,96,n_edges,165.0
200,96,lcc_nodes,131.0
200,96,lcc_ratio,0.655
200,96,avg_shortest_path_lcc,2.8155020551967116
200,96,diameter_lcc,6.0
200,96,degree_assortativity_ud,-0.47214316440961046
200,96,avg_clustering_ud,0.0
200,96,modularity_ud,0.5310729564111459
200,97,n_nodes,200.0
200,97,n_edges,148.0
200,97,lcc_nodes,123.0
200,97,lcc_ratio,0.615
200,97,avg_shortest_path_lcc,2.532320405171265
200,97,diameter_lcc,5.0
200,97,degree_assortativity_ud,-0.5357131394614935
200,97,avg_clustering_ud,0.0
200,97,modularity_ud,0.44407449972958357
200,98,n_nodes,200.0
200,98,n_edges,177.0
200,98,lcc_nodes,144.0
200,98,lcc_ratio,0.72
200,98,avg_shortest_path_lcc,3.1004273504273505
200,98,diameter_lcc,7.0
200,98,degree_assortativity_ud,-0.43377340001144593
200,98,avg_clustering_ud,0.0
200,98,modularity_ud,0.5854959630911187
200,99,n_nodes,200.0
200,99,n_edges,43.0
200,99,lcc_nodes,6.0
200,99,lcc_ratio,0.03
200,99,avg_shortest_path_lcc,1.9333333333333333
200,99,diameter_lcc,3.0
200,99,degree_assortativity_ud,-0.3349365981635328
200,99,avg_clustering_ud,0.0
200,99,modularity_ud,0.9362962962962963
250,0,n_nodes,250.0
250,0,n_edges,228.0
250,0,lcc_nodes,177.0
250,0,lcc_ratio,0.708
250,0,avg_shortest_path_lcc,2.9788135593220337
250,0,diameter_lcc,7.0
250,0,degree_assortativity_ud,-0.42209835412422003
250,0,avg_clustering_ud,0.0
250,0,modularity_ud,0.6096084692169383
250,1,n_nodes,250.0
250,1,n_edges,200.0
250,1,lcc_nodes,149.0
250,1,lcc_ratio,0.596
250,1,avg_shortest_path_lcc,2.670415381824778
250,1,diameter_lcc,6.0
250,1,degree_assortativity_ud,-0.43318217245543
250,1,avg_clustering_ud,0.0
250,1,modularity_ud,0.5728025322619917
250,2,n_nodes,250.0
250,2,n_edges,206.0
250,2,lcc_nodes,149.0
250,2,lcc_ratio,0.596
250,2,avg_shortest_path_lcc,2.6023943406493744
250,2,diameter_lcc,7.0
250,2,degree_assortativity_ud,-0.4307800541280788
250,2,avg_clustering_ud,0.0
250,2,modularity_ud,0.5708234244946492
250,3,n_nodes,250.0
250,3,n_edges,226.0
250,3,lcc_nodes,171.0
250,3,lcc_ratio,0.684
250,3,avg_shortest_path_lcc,2.9622291021671825
250,3,diameter_lcc,7.0
250,3,degree_assortativity_ud,-0.42075304309195244
250,3,avg_clustering_ud,0.0
250,3,modularity_ud,0.6146948085425487
250,4,n_nodes,250.0
250,4,n_edges,220.0
250,4,lcc_nodes,182.0
250,4,lcc_ratio,0.728
250,4,avg_shortest_path_lcc,3.167081537247283
250,4,diameter_lcc,8.0
250,4,degree_assortativity_ud,-0.4354692037295776
250,4,avg_clustering_ud,0.0
250,4,modularity_ud,0.597002081660083
250,5,n_nodes,250.0
250,5,n_edges,222.0
250,5,lcc_nodes,173.0
250,5,lcc_ratio,0.692
250,5,avg_shortest_path_lcc,3.0303804274768114
250,5,diameter_lcc,7.0
250,5,degree_assortativity_ud,-0.42604031693984223
250,5,avg_clustering_ud,0.0
250,5,modularity_ud,0.6181874805356586
250,6,n_nodes,250.0
250,6,n_edges,205.0
250,6,lcc_nodes,167.0
250,6,lcc_ratio,0.668
250,6,avg_shortest_path_lcc,2.796479330495635
250,6,diameter_lcc,7.0
250,6,degree_assortativity_ud,-0.4904970981517561
250,6,avg_clustering_ud,0.0
250,6,modularity_ud,0.5597224286563615
250,7,n_nodes,250.0
250,7,n_edges,220.0
250,7,lcc_nodes,150.0
250,7,lcc_ratio,0.6
250,7,avg_shortest_path_lcc,2.614765100671141
250,7,diameter_lcc,7.0
250,7,degree_assortativity_ud,-0.44319992322670054
250,7,avg_clustering_ud,0.0
250,7,modularity_ud,0.6113870640388827
250,8,n_nodes,250.0
250,8,n_edges,208.0
250,8,lcc_nodes,163.0
250,8,lcc_ratio,0.652
250,8,avg_shortest_path_lcc,2.792698629099447
250,8,diameter_lcc,7.0
250,8,degree_assortativity_ud,-0.4656415732285072
250,8,avg_clustering_ud,0.0
250,8,modularity_ud,0.57180450410938
250,9,n_nodes,250.0
250,9,n_edges,199.0
250,9,lcc_nodes,139.0
250,9,lcc_ratio,0.556
250,9,avg_shortest_path_lcc,2.5361276196434157
250,9,diameter_lcc,7.0
250,9,degree_assortativity_ud,-0.4307918319441399
250,9,avg_clustering_ud,0.0
250,9,modularity_ud,0.5664300508757466
250,10,n_nodes,250.0
250,10,n_edges,107.0
250,10,lcc_nodes,35.0
250,10,lcc_ratio,0.14
250,10,avg_shortest_path_lcc,2.1512605042016806
250,10,diameter_lcc,4.0
250,10,degree_assortativity_ud,-0.31711534599941593
250,10,avg_clustering_ud,0.0
250,10,modularity_ud,0.8600707011194344
250,11,n_nodes,250.0
250,11,n_edges,195.0
250,11,lcc_nodes,139.0
250,11,lcc_ratio,0.556
250,11,avg_shortest_path_lcc,2.4729433844228965
250,11,diameter_lcc,6.0
250,11,degree_assortativity_ud,-0.4703226707734503
250,11,avg_clustering_ud,0.0
250,11,modularity_ud,0.5378198969342299
250,12,n_nodes,250.0
250,12,n_edges,230.0
250,12,lcc_nodes,153.0
250,12,lcc_ratio,0.612
250,12,avg_shortest_path_lcc,2.5044719642242863
250,12,diameter_lcc,6.0
250,12,degree_assortativity_ud,-0.4450992251464334
250,12,avg_clustering_ud,0.0
250,12,modularity_ud,0.5897500961168781
250,13,n_nodes,250.0
250,13,n_edges,206.0
250,13,lcc_nodes,159.0
250,13,lcc_ratio,0.636
250,13,avg_shortest_path_lcc,2.8555051349414855
250,13,diameter_lcc,7.0
250,13,degree_assortativity_ud,-0.47531624924702315
250,13,avg_clustering_ud,0.0
250,13,modularity_ud,0.6181998730574723
250,14,n_nodes,250.0
250,14,n_edges,204.0
250,14,lcc_nodes,158.0
250,14,lcc_ratio,0.632
250,14,avg_shortest_path_lcc,2.720954607756188
250,14,diameter_lcc,7.0
250,14,degree_assortativity_ud,-0.4700178618349717
250,14,avg_clustering_ud,0.0
250,14,modularity_ud,0.5789421237244898
250,15,n_nodes,250.0
250,15,n_edges,94.0
250,15,lcc_nodes,30.0
250,15,lcc_ratio,0.12
250,15,avg_shortest_path_lcc,2.154022988505747
250,15,diameter_lcc,3.0
250,15,degree_assortativity_ud,-0.30539391688333123
250,15,avg_clustering_ud,0.0
250,15,modularity_ud,0.881143273635985
250,16,n_nodes,250.0
250,16,n_edges,202.0
250,16,lcc_nodes,162.0
250,16,lcc_ratio,0.648
250,16,avg_shortest_path_lcc,2.85376888275439
250,16,diameter_lcc,6.0
250,16,degree_assortativity_ud,-0.4803706653574811
250,16,avg_clustering_ud,0.0
250,16,modularity_ud,0.5667316857366929
250,17,n_nodes,250.0
250,17,n_edges,212.0
250,17,lcc_nodes,165.0
250,17,lcc_ratio,0.66
250,17,avg_shortest_path_lcc,2.880709534368071
250,17,diameter_lcc,6.0
250,17,degree_assortativity_ud,-0.44919560082568166
250,17,avg_clustering_ud,0.0
250,17,modularity_ud,0.598648720824654
250,18,n_nodes,250.0
250,18,n_edges,220.0
250,18,lcc_nodes,172.0
250,18,lcc_ratio,0.688
250,18,avg_shortest_path_lcc,2.851285189718482
250,18,diameter_lcc,8.0
250,18,degree_assortativity_ud,-0.45786264056599524
250,18,avg_clustering_ud,0.0
250,18,modularity_ud,0.5871009319849296
250,19,n_nodes,250.0
250,19,n_edges,186.0
250,19,lcc_nodes,144.0
250,19,lcc_ratio,0.576
250,19,avg_shortest_path_lcc,2.5742035742035743
250,19,diameter_lcc,6.0
250,19,degree_assortativity_ud,-0.48149788713109964
250,19,avg_clustering_ud,0.0
250,19,modularity_ud,0.5306850445291077
250,20,n_nodes,250.0
250,20,n_edges,84.0
250,20,lcc_nodes,31.0
250,20,lcc_ratio,0.124
250,20,avg_shortest_path_lcc,2.0516129032258066
250,20,diameter_lcc,3.0
250,20,degree_assortativity_ud,-0.33364065134344917
250,20,avg_clustering_ud,0.0
250,20,modularity_ud,0.8361078081648831
250,21,n_nodes,250.0
250,21,n_edges,226.0
250,21,lcc_nodes,176.0
250,21,lcc_ratio,0.704
250,21,avg_shortest_path_lcc,3.053831168831169
250,21,diameter_lcc,8.0
250,21,degree_assortativity_ud,-0.4280416303613666
250,21,avg_clustering_ud,0.0
250,21,modularity_ud,0.6198192239858906
250,22,n_nodes,250.0
250,22,n_edges,224.0
250,22,lcc_nodes,177.0
250,22,lcc_ratio,0.708
250,22,avg_shortest_path_lcc,2.9752182845403183
250,22,diameter_lcc,6.0
250,22,degree_assortativity_ud,-0.45151612855492607
250,22,avg_clustering_ud,0.0
250,22,modularity_ud,0.6181302069336201
250,23,n_nodes,250.0
250,23,n_edges,200.0
250,23,lcc_nodes,148.0
250,23,lcc_ratio,0.592
250,23,avg_shortest_path_lcc,2.574738003309432
250,23,diameter_lcc,6.0
250,23,degree_assortativity_ud,-0.44770835107291385
250,23,avg_clustering_ud,0.0
250,23,modularity_ud,0.5470045440051021
250,24,n_nodes,250.0
250,24,n_edges,104.0
250,24,lcc_nodes,32.0
250,24,lcc_ratio,0.128
250,24,avg_shortest_path_lcc,3.211693548387097
250,24,diameter_lcc,7.0
250,24,degree_assortativity_ud,-0.35945285473991556
250,24,avg_clustering_ud,0.0
250,24,modularity_ud,0.8705785123966941
250,25,n_nodes,250.0
250,25,n_edges,198.0
250,25,lcc_nodes,146.0
250,25,lcc_ratio,0.584
250,25,avg_shortest_path_lcc,2.59357581483231
250,25,diameter_lcc,7.0
250,25,degree_assortativity_ud,-0.4536754290536369
250,25,avg_clustering_ud,0.0
250,25,modularity_ud,0.5533369388858842
250,26,n_nodes,250.0
250,26,n_edges,228.0
250,26,lcc_nodes,177.0
250,26,lcc_ratio,0.708
250,26,avg_shortest_path_lcc,3.072290703646636
250,26,diameter_lcc,8.0
250,26,degree_assortativity_ud,-0.4265779108850453
250,26,avg_clustering_ud,0.0
250,26,modularity_ud,0.6149369619897203
250,27,n_nodes,250.0
250,27,n_edges,117.0
250,27,lcc_nodes,35.0
250,27,lcc_ratio,0.14
250,27,avg_shortest_path_lcc,2.242016806722689
250,27,diameter_lcc,4.0
250,27,degree_assortativity_ud,-0.3411914351125166
250,27,avg_clustering_ud,0.0
250,27,modularity_ud,0.8719430260682612
250,28,n_nodes,250.0
250,28,n_edges,220.0
250,28,lcc_nodes,170.0
250,28,lcc_ratio,0.68
250,28,avg_shortest_path_lcc,2.919526627218935
250,28,diameter_lcc,7.0
250,28,degree_assortativity_ud,-0.45032778439386256
250,28,avg_clustering_ud,0.0
250,28,modularity_ud,0.6084506576773085
250,29,n_nodes,250.0
250,29,n_edges,221.0
250,29,lcc_nodes,186.0
250,29,lcc_ratio,0.744
250,29,avg_shortest_path_lcc,3.047079337401918
250,29,diameter_lcc,7.0
250,29,degree_assortativity_ud,-0.46021029659211593
250,29,avg_clustering_ud,0.0
250,29,modularity_ud,0.5763515201999166
250,30,n_nodes,250.0
250,30,n_edges,185.0
250,30,lcc_nodes,153.0
250,30,lcc_ratio,0.612
250,30,avg_shortest_path_lcc,2.6214310285517715
250,30,diameter_lcc,7.0
250,30,degree_assortativity_ud,-0.5038827689254206
250,30,avg_clustering_ud,0.0
250,30,modularity_ud,0.5026672433679354
250,31,n_nodes,250.0
250,31,n_edges,217.0
250,31,lcc_nodes,176.0
250,31,lcc_ratio,0.704
250,31,avg_shortest_path_lcc,3.0575974025974024
250,31,diameter_lcc,8.0
250,31,degree_assortativity_ud,-0.44192174831808256
250,31,avg_clustering_ud,0.0
250,31,modularity_ud,0.5826167458918621
250,32,n_nodes,250.0
250,32,n_edges,222.0
250,32,lcc_nodes,168.0
250,32,lcc_ratio,0.672
250,32,avg_shortest_path_lcc,2.924721984602224
250,32,diameter_lcc,7.0
250,32,degree_assortativity_ud,-0.4270360115839272
250,32,avg_clustering_ud,0.0
250,32,modularity_ud,0.6219093240431606
250,33,n_nodes,250.0
250,33,n_edges,213.0
250,33,lcc_nodes,162.0
250,33,lcc_ratio,0.648
250,33,avg_shortest_path_lcc,2.7846790890269153
250,33,diameter_lcc,7.0
250,33,degree_assortativity_ud,-0.4667856764916872
250,33,avg_clustering_ud,0.0
250,33,modularity_ud,0.5924739041622159
250,34,n_nodes,250.0
250,34,n_edges,114.0
250,34,lcc_nodes,35.0
250,34,lcc_ratio,0.14
250,34,avg_shortest_path_lcc,2.1781512605042015
250,34,diameter_lcc,3.0
250,34,degree_assortativity_ud,-0.32751572383976707
250,34,avg_clustering_ud,0.0
250,34,modularity_ud,0.8692182755455123
250,35,n_nodes,250.0
250,35,n_edges,217.0
250,35,lcc_nodes,144.0
250,35,lcc_ratio,0.576
250,35,avg_shortest_path_lcc,2.5184537684537687
250,35,diameter_lcc,6.0
250,35,degree_assortativity_ud,-0.4431190855806521
250,35,avg_clustering_ud,0.0
250,35,modularity_ud,0.6069629154871905
250,36,n_nodes,250.0
250,36,n_edges,225.0
250,36,lcc_nodes,149.0
250,36,lcc_ratio,0.596
250,36,avg_shortest_path_lcc,2.572646471975331
250,36,diameter_lcc,6.0
250,36,degree_assortativity_ud,-0.4421627561871903
250,36,avg_clustering_ud,0.0
250,36,modularity_ud,0.6049025553606844
250,37,n_nodes,250.0
250,37,n_edges,223.0
250,37,lcc_nodes,176.0
250,37,lcc_ratio,0.704
250,37,avg_shortest_path_lcc,3.012857142857143
250,37,diameter_lcc,7.0
250,37,degree_assortativity_ud,-0.433691146760976
250,37,avg_clustering_ud,0.0
250,37,modularity_ud,0.602650538700509
250,38,n_nodes,250.0
250,38,n_edges,191.0
250,38,lcc_nodes,136.0
250,38,lcc_ratio,0.544
250,38,avg_shortest_path_lcc,2.605119825708061
250,38,diameter_lcc,6.0
250,38,degree_assortativity_ud,-0.42723220874242634
250,38,avg_clustering_ud,0.0
250,38,modularity_ud,0.5915043153773952
250,39,n_nodes,250.0
250,39,n_edges,104.0
250,39,lcc_nodes,27.0
250,39,lcc_ratio,0.108
250,39,avg_shortest_path_lcc,1.9259259259259258
250,39,diameter_lcc,2.0
250,39,degree_assortativity_ud,-0.3853478082666863
250,39,avg_clustering_ud,0.0
250,39,modularity_ud,0.882876468494126
250,40,n_nodes,250.0
250,40,n_edges,206.0
250,40,lcc_nodes,169.0
250,40,lcc_ratio,0.676
250,40,avg_shortest_path_lcc,2.9561848408002254
250,40,diameter_lcc,7.0
250,40,degree_assortativity_ud,-0.46937856346771506
250,40,avg_clustering_ud,0.0
250,40,modularity_ud,0.600909072295817
250,41,n_nodes,250.0
250,41,n_edges,230.0
250,41,lcc_nodes,176.0
250,41,lcc_ratio,0.704
250,41,avg_shortest_path_lcc,3.02012987012987
250,41,diameter_lcc,7.0
250,41,degree_assortativity_ud,-0.41913695934306083
250,41,avg_clustering_ud,0.0
250,41,modularity_ud,0.6146866589773163
250,42,n_nodes,250.0
250,42,n_edges,106.0
250,42,lcc_nodes,29.0
250,42,lcc_ratio,0.116
250,42,avg_shortest_path_lcc,3.1970443349753697
250,42,diameter_lcc,7.0
250,42,degree_assortativity_ud,-0.36184011434927954
250,42,avg_clustering_ud,0.0
250,42,modularity_ud,0.8673140495867768
250,43,n_nodes,250.0
250,43,n_edges,208.0
250,43,lcc_nodes,173.0
250,43,lcc_ratio,0.692
250,43,avg_shortest_path_lcc,2.826724022045974
250,43,diameter_lcc,7.0
250,43,degree_assortativity_ud,-0.4940042769617618
250,43,avg_clustering_ud,0.0
250,43,modularity_ud,0.5472723524671577
250,44,n_nodes,250.0
250,44,n_edges,106.0
250,44,lcc_nodes,29.0
250,44,lcc_ratio,0.116
250,44,avg_shortest_path_lcc,3.147783251231527
250,44,diameter_lcc,7.0
250,44,degree_assortativity_ud,-0.38759578282439533
250,44,avg_clustering_ud,0.0
250,44,modularity_ud,0.8719834710743801
250,45,n_nodes,250.0
250,45,n_edges,227.0
250,45,lcc_nodes,173.0
250,45,lcc_ratio,0.692
250,45,avg_shortest_path_lcc,3.0740690953085092
250,45,diameter_lcc,8.0
250,45,degree_assortativity_ud,-0.4160395169538123
250,45,avg_clustering_ud,0.0
250,45,modularity_ud,0.6502893015784557
250,46,n_nodes,250.0
250,46,n_edges,109.0
250,46,lcc_nodes,27.0
250,46,lcc_ratio,0.108
250,46,avg_shortest_path_lcc,2.1823361823361824
250,46,diameter_lcc,4.0
250,46,degree_assortativity_ud,-0.3684667767544608
250,46,avg_clustering_ud,0.0
250,46,modularity_ud,0.8857222576530612
250,47,n_nodes,250.0
250,47,n_edges,181.0
