src,dst,timestamp,type
1.2081584628798956e+18,nan,2021-03-04 23:39:03,reply
7.064898537483551e+17,nan,2021-03-04 23:38:42,retweet
7.064898537483551e+17,nan,2021-03-04 23:38:42,reply
1.2055213468280873e+18,nan,2021-03-04 23:38:41,retweet
1.2055213468280873e+18,nan,2021-03-04 23:38:41,reply
1.320699313333379e+18,nan,2021-03-04 23:38:37,retweet
1.320699313333379e+18,nan,2021-03-04 23:38:37,reply
735961836.0,nan,2021-03-04 23:38:28,retweet
735961836.0,nan,2021-03-04 23:38:28,reply
7.064898537483551e+17,2310860312,2021-03-04 23:38:06,mention
7.064898537483551e+17,nan,2021-03-04 23:38:06,retweet
7.064898537483551e+17,1.3676066718712545e+18,2021-03-04 23:38:06,reply
2783065662.0,nan,2021-03-04 23:38:05,retweet
2783065662.0,nan,2021-03-04 23:38:05,reply
3296043588.0,nan,2021-03-04 23:38:03,retweet
3296043588.0,nan,2021-03-04 23:38:03,reply
2210025254.0,nan,2021-03-04 23:38:02,retweet
2210025254.0,nan,2021-03-04 23:38:02,reply
7.064898537483551e+17,70240510,2021-03-04 23:37:57,mention
7.064898537483551e+17,nan,2021-03-04 23:37:57,retweet
7.064898537483551e+17,1.3675992822415524e+18,2021-03-04 23:37:57,reply
288968049.0,nan,2021-03-04 23:37:17,retweet
288968049.0,nan,2021-03-04 23:37:17,reply
132699857.0,nan,2021-03-04 22:49:35,retweet
132699857.0,nan,2021-03-04 22:49:35,reply
132699857.0,nan,2021-03-04 23:36:14,retweet
132699857.0,nan,2021-03-04 23:36:14,reply
275674562.0,1564816840098021377,2021-03-04 23:36:09,mention
275674562.0,nan,2021-03-04 23:36:09,retweet
275674562.0,nan,2021-03-04 23:36:09,reply
1.331935898997502e+18,nan,2021-03-04 23:36:04,retweet
1.331935898997502e+18,nan,2021-03-04 23:36:04,reply
296951646.0,nan,2021-03-04 23:35:33,retweet
296951646.0,nan,2021-03-04 23:35:33,reply
1.2677049811735265e+18,nan,2021-03-04 23:34:51,retweet
1.2677049811735265e+18,nan,2021-03-04 23:34:51,reply
2528145841.0,nan,2021-03-04 23:33:54,retweet
2528145841.0,nan,2021-03-04 23:33:54,reply
21416788.0,nan,2021-03-04 23:33:49,retweet
21416788.0,nan,2021-03-04 23:33:49,reply
4452543327.0,nan,2021-03-04 23:33:39,retweet
4452543327.0,nan,2021-03-04 23:33:39,reply
2411603274.0,nan,2021-03-04 23:33:04,retweet
2411603274.0,nan,2021-03-04 23:33:04,reply
19450493.0,14994303,2021-03-04 23:33:03,mention
19450493.0,nan,2021-03-04 23:33:03,retweet
19450493.0,nan,2021-03-04 23:33:03,reply
1.3578985791935652e+18,nan,2021-03-04 23:32:30,retweet
1.3578985791935652e+18,nan,2021-03-04 23:32:30,reply
1.323836697059205e+18,nan,2021-03-04 23:32:29,retweet
1.323836697059205e+18,nan,2021-03-04 23:32:29,reply
1.221219315686482e+18,nan,2021-03-04 23:31:42,retweet
1.221219315686482e+18,nan,2021-03-04 23:31:42,reply
1.0552228649604792e+18,nan,2021-03-04 23:31:39,retweet
1.0552228649604792e+18,nan,2021-03-04 23:31:39,reply
1.1915251826425733e+18,511577335,2021-03-04 23:31:37,mention
1.1915251826425733e+18,nan,2021-03-04 23:31:37,retweet
1.1915251826425733e+18,1.3676181109797724e+18,2021-03-04 23:31:37,reply
3073189731.0,nan,2021-03-04 23:31:34,retweet
3073189731.0,nan,2021-03-04 23:31:34,reply
3073189731.0,nan,2021-03-04 23:31:34,retweet
3073189731.0,nan,2021-03-04 23:31:34,reply
3210031305.0,nan,2021-03-04 23:30:40,retweet
3210031305.0,nan,2021-03-04 23:30:40,reply
2411603274.0,nan,2021-03-04 23:30:21,retweet
2411603274.0,nan,2021-03-04 23:30:21,reply
1.3538807400024637e+18,nan,2021-03-04 23:30:13,retweet
1.3538807400024637e+18,nan,2021-03-04 23:30:13,reply
2333925124.0,nan,2021-03-04 23:30:00,retweet
2333925124.0,nan,2021-03-04 23:30:00,reply
9.304971953123287e+17,nan,2021-03-04 23:29:49,retweet
9.304971953123287e+17,nan,2021-03-04 23:29:49,reply
1665054368.0,nan,2021-03-04 23:29:41,retweet
1665054368.0,nan,2021-03-04 23:29:41,reply
52923863.0,nan,2021-03-04 23:29:35,retweet
52923863.0,nan,2021-03-04 23:29:35,reply
7.822770697199616e+17,nan,2021-03-04 23:29:03,retweet
7.822770697199616e+17,nan,2021-03-04 23:29:03,reply
3303234795.0,nan,2021-03-04 23:28:50,retweet
3303234795.0,nan,2021-03-04 23:28:50,reply
9.679280502550036e+17,nan,2021-03-04 23:28:36,retweet
9.679280502550036e+17,nan,2021-03-04 23:28:36,reply
7.988948683282268e+17,nan,2021-03-04 23:28:23,retweet
7.988948683282268e+17,nan,2021-03-04 23:28:23,reply
359786977.0,14994303,2021-03-04 23:27:58,mention
359786977.0,nan,2021-03-04 23:27:58,retweet
359786977.0,nan,2021-03-04 23:27:58,reply
68470773.0,nan,2021-03-04 22:49:12,retweet
68470773.0,nan,2021-03-04 22:49:12,reply
68470773.0,nan,2021-03-04 23:27:45,retweet
68470773.0,nan,2021-03-04 23:27:45,reply
9.70094754280235e+17,nan,2021-03-04 23:27:22,retweet
9.70094754280235e+17,nan,2021-03-04 23:27:22,reply
1.2482352748339896e+18,nan,2021-03-04 23:27:14,retweet
1.2482352748339896e+18,nan,2021-03-04 23:27:14,reply
1.3095003140437238e+18,nan,2021-03-04 23:04:46,retweet
1.3095003140437238e+18,nan,2021-03-04 23:04:46,reply
1.3095003140437238e+18,14994303,2021-03-04 23:26:55,mention
1.3095003140437238e+18,nan,2021-03-04 23:26:55,retweet
1.3095003140437238e+18,nan,2021-03-04 23:26:55,reply
7.739085578886881e+17,nan,2021-03-04 23:26:47,retweet
7.739085578886881e+17,nan,2021-03-04 23:26:47,reply
1.3567533168695173e+18,nan,2021-03-04 23:26:38,retweet
1.3567533168695173e+18,nan,2021-03-04 23:26:38,reply
1.358187471171969e+18,nan,2021-03-04 23:25:56,retweet
1.358187471171969e+18,nan,2021-03-04 23:25:56,reply
199152464.0,nan,2021-03-04 23:25:48,retweet
199152464.0,nan,2021-03-04 23:25:48,reply
8.355417343272714e+17,nan,2021-03-04 23:24:54,retweet
8.355417343272714e+17,nan,2021-03-04 23:24:54,reply
nan,nan,2021-03-04 23:24:30,retweet
nan,nan,2021-03-04 23:24:30,reply
8.336825160285594e+17,nan,2021-03-04 23:24:20,retweet
8.336825160285594e+17,nan,2021-03-04 23:24:20,reply
1.3454474170434437e+18,nan,2021-03-04 23:24:07,retweet
1.3454474170434437e+18,nan,2021-03-04 23:24:07,reply
1.3111241900581192e+18,nan,2021-03-04 23:23:08,retweet
1.3111241900581192e+18,nan,2021-03-04 23:23:08,reply
179185127.0,nan,2021-03-04 23:22:55,retweet
179185127.0,nan,2021-03-04 23:22:55,reply
179185127.0,nan,2021-03-04 23:22:55,retweet
179185127.0,nan,2021-03-04 23:22:55,reply
2355322466.0,nan,2021-03-04 23:22:40,retweet
2355322466.0,nan,2021-03-04 23:22:40,reply
3122198985.0,nan,2021-03-04 23:22:37,retweet
3122198985.0,nan,2021-03-04 23:22:37,reply
1.3553130699965194e+18,nan,2021-03-04 23:22:16,retweet
1.3553130699965194e+18,nan,2021-03-04 23:22:16,reply
8.070120117375468e+17,nan,2021-03-04 23:22:04,retweet
8.070120117375468e+17,nan,2021-03-04 23:22:04,reply
405784678.0,nan,2021-03-04 23:21:57,retweet
405784678.0,nan,2021-03-04 23:21:57,reply
7.822770697199616e+17,nan,2021-03-04 23:21:46,retweet
7.822770697199616e+17,nan,2021-03-04 23:21:46,reply
1.3026602892514755e+18,nan,2021-03-04 23:21:39,retweet
1.3026602892514755e+18,nan,2021-03-04 23:21:39,reply
7.007487710643487e+17,nan,2021-03-04 23:21:28,retweet
7.007487710643487e+17,nan,2021-03-04 23:21:28,reply
1.332164554298708e+18,14994303,2021-03-04 23:20:37,mention
1.332164554298708e+18,nan,2021-03-04 23:20:37,retweet
1.332164554298708e+18,nan,2021-03-04 23:20:37,reply
22927315.0,nan,2021-03-04 23:20:32,retweet
22927315.0,nan,2021-03-04 23:20:32,reply
9.3838221862332e+17,nan,2021-03-04 23:20:19,retweet
9.3838221862332e+17,nan,2021-03-04 23:20:19,reply
7.812669812112425e+17,nan,2021-03-04 23:20:00,retweet
7.812669812112425e+17,nan,2021-03-04 23:20:00,reply
8.76849662791168e+17,nan,2021-03-04 22:47:33,retweet
8.76849662791168e+17,nan,2021-03-04 22:47:33,reply
8.76849662791168e+17,nan,2021-03-04 23:19:54,retweet
8.76849662791168e+17,nan,2021-03-04 23:19:54,reply
1.1288274435555205e+18,nan,2021-03-04 23:18:49,retweet
1.1288274435555205e+18,nan,2021-03-04 23:18:49,reply
8.69278850320126e+17,nan,2021-03-04 23:18:10,retweet
8.69278850320126e+17,nan,2021-03-04 23:18:10,reply
2355322466.0,nan,2021-03-04 23:17:52,retweet
2355322466.0,nan,2021-03-04 23:17:52,reply
2736835229.0,nan,2021-03-04 23:17:06,retweet
2736835229.0,nan,2021-03-04 23:17:06,reply
1.0864378966667346e+18,nan,2021-03-04 23:16:59,retweet
1.0864378966667346e+18,nan,2021-03-04 23:16:59,reply
67656004.0,nan,2021-03-04 23:16:34,retweet
67656004.0,nan,2021-03-04 23:16:34,reply
67656004.0,nan,2021-03-04 23:16:34,retweet
67656004.0,nan,2021-03-04 23:16:34,reply
1.3466541353540608e+18,nan,2021-03-04 23:16:33,retweet
1.3466541353540608e+18,nan,2021-03-04 23:16:33,reply
2418417588.0,nan,2021-03-04 23:16:06,retweet
2418417588.0,nan,2021-03-04 23:16:06,reply
32411118.0,14994303,2021-03-04 23:16:04,mention
32411118.0,nan,2021-03-04 23:16:04,retweet
32411118.0,nan,2021-03-04 23:16:04,reply
34380584.0,nan,2021-03-04 23:15:43,retweet
34380584.0,nan,2021-03-04 23:15:43,reply
7.822770697199616e+17,nan,2021-03-04 23:15:31,retweet
7.822770697199616e+17,nan,2021-03-04 23:15:31,reply
nan,14994303,2021-03-04 23:15:16,mention
nan,nan,2021-03-04 23:15:16,retweet
nan,nan,2021-03-04 23:15:16,reply
1.305290351456981e+18,nan,2021-03-04 22:11:33,retweet
1.305290351456981e+18,nan,2021-03-04 22:11:33,reply
1.305290351456981e+18,nan,2021-03-04 23:15:10,retweet
1.305290351456981e+18,nan,2021-03-04 23:15:10,reply
9.475634026747576e+17,nan,2021-03-04 23:15:10,retweet
9.475634026747576e+17,nan,2021-03-04 23:15:10,reply
1.1018298376254423e+18,nan,2021-03-04 23:14:23,retweet
1.1018298376254423e+18,nan,2021-03-04 23:14:23,reply
8.497268320270705e+17,nan,2021-03-04 23:13:12,retweet
8.497268320270705e+17,nan,2021-03-04 23:13:12,reply
1.1734304831847547e+18,nan,2021-03-04 23:12:43,retweet
1.1734304831847547e+18,nan,2021-03-04 23:12:43,reply
7.435804428724511e+17,nan,2021-03-04 23:12:32,retweet
7.435804428724511e+17,nan,2021-03-04 23:12:32,reply
1.3589371022227784e+18,nan,2021-03-04 23:11:51,retweet
1.3589371022227784e+18,1.367612159497302e+18,2021-03-04 23:11:51,reply
2806935616.0,nan,2021-03-04 23:10:31,retweet
2806935616.0,nan,2021-03-04 23:10:31,reply
9.491147105568563e+17,nan,2021-03-04 23:10:20,retweet
9.491147105568563e+17,nan,2021-03-04 23:10:20,reply
1.221919503010992e+18,nan,2021-03-04 23:09:56,retweet
1.221919503010992e+18,nan,2021-03-04 23:09:56,reply
8.925907419895972e+17,2474353003,2021-03-04 23:09:23,mention
8.925907419895972e+17,nan,2021-03-04 23:09:23,retweet
8.925907419895972e+17,1.3676130884349501e+18,2021-03-04 23:09:23,reply
1.3402745204484956e+18,1492483633256583173,2021-03-04 23:09:12,mention
1.3402745204484956e+18,nan,2021-03-04 23:09:12,retweet
1.3402745204484956e+18,nan,2021-03-04 23:09:12,reply
197905526.0,nan,2021-03-04 23:09:09,retweet
197905526.0,nan,2021-03-04 23:09:09,reply
1.363250663015211e+18,nan,2021-03-04 23:08:51,retweet
1.363250663015211e+18,nan,2021-03-04 23:08:51,reply
8.925907419895972e+17,nan,2021-03-04 23:08:50,retweet
8.925907419895972e+17,nan,2021-03-04 23:08:50,reply
189370188.0,nan,2021-03-04 23:08:35,retweet
189370188.0,nan,2021-03-04 23:08:35,reply
7.435804428724511e+17,nan,2021-03-04 23:08:28,retweet
7.435804428724511e+17,nan,2021-03-04 23:08:28,reply
1.3525322404593009e+18,nan,2021-03-04 23:08:27,retweet
1.3525322404593009e+18,nan,2021-03-04 23:08:27,reply
1.1984581223875133e+18,nan,2021-03-04 23:07:43,retweet
1.1984581223875133e+18,nan,2021-03-04 23:07:43,reply
3073189731.0,nan,2021-03-04 23:07:42,retweet
3073189731.0,nan,2021-03-04 23:07:42,reply
3073189731.0,nan,2021-03-04 23:07:42,retweet
3073189731.0,nan,2021-03-04 23:07:42,reply
88444152.0,nan,2021-03-04 23:06:51,retweet
88444152.0,nan,2021-03-04 23:06:51,reply
88444152.0,nan,2021-03-04 23:06:51,retweet
88444152.0,nan,2021-03-04 23:06:51,reply
7.435804428724511e+17,nan,2021-03-04 23:06:46,retweet
7.435804428724511e+17,nan,2021-03-04 23:06:46,reply
237401183.0,nan,2021-03-04 23:06:40,retweet
237401183.0,nan,2021-03-04 23:06:40,reply
79772646.0,nan,2021-03-04 23:06:20,retweet
79772646.0,nan,2021-03-04 23:06:20,reply
79772646.0,nan,2021-03-04 23:05:26,retweet
79772646.0,nan,2021-03-04 23:05:26,reply
137840878.0,nan,2021-03-04 23:05:24,retweet
137840878.0,nan,2021-03-04 23:05:24,reply
65749506.0,136802851,2021-03-04 23:05:17,mention
65749506.0,nan,2021-03-04 23:05:17,retweet
65749506.0,nan,2021-03-04 23:05:17,reply
156386860.0,nan,2021-03-04 23:04:51,retweet
156386860.0,nan,2021-03-04 23:04:51,reply
1945948387.0,1552989858787999745,2021-03-04 23:04:41,mention
1945948387.0,nan,2021-03-04 23:04:41,retweet
1945948387.0,1.3676059298275779e+18,2021-03-04 23:04:41,reply
1.2249051737488507e+18,nan,2021-03-04 23:04:23,retweet
1.2249051737488507e+18,nan,2021-03-04 23:04:23,reply
1.0026709292589752e+18,nan,2021-03-04 23:03:53,retweet
1.0026709292589752e+18,nan,2021-03-04 23:03:53,reply
7.028860613122212e+17,1813696567892959232,2021-03-04 23:03:44,mention
7.028860613122212e+17,nan,2021-03-04 23:03:44,retweet
7.028860613122212e+17,1.3676004980025098e+18,2021-03-04 23:03:44,reply
8.965061789010944e+17,nan,2021-03-04 23:03:36,retweet
8.965061789010944e+17,nan,2021-03-04 23:03:36,reply
445792395.0,nan,2021-03-04 23:03:27,retweet
445792395.0,nan,2021-03-04 23:03:27,reply
82092741.0,nan,2021-03-04 23:03:07,retweet
82092741.0,nan,2021-03-04 23:03:07,reply
181155828.0,50467662,2021-03-04 23:03:04,mention
181155828.0,nan,2021-03-04 23:03:04,retweet
181155828.0,1.367605778312495e+18,2021-03-04 23:03:04,reply
1.341519042402775e+18,nan,2021-03-04 23:02:12,retweet
1.341519042402775e+18,nan,2021-03-04 23:02:12,reply
82092741.0,nan,2021-03-04 23:02:06,retweet
82092741.0,nan,2021-03-04 23:02:06,reply
1.2407879161814303e+18,nan,2021-03-04 23:01:41,retweet
1.2407879161814303e+18,nan,2021-03-04 23:01:41,reply
1.358626046506107e+18,nan,2021-03-04 23:01:22,retweet
1.358626046506107e+18,nan,2021-03-04 23:01:22,reply
90307302.0,nan,2021-03-04 23:00:54,retweet
90307302.0,nan,2021-03-04 23:00:54,reply
181155828.0,67656004,2021-03-04 23:00:51,mention
181155828.0,nan,2021-03-04 23:00:51,retweet
181155828.0,1.36761070890138e+18,2021-03-04 23:00:51,reply
7.164506757403034e+17,nan,2021-03-04 22:59:40,retweet
7.164506757403034e+17,nan,2021-03-04 22:59:40,reply
7.164506757403034e+17,nan,2021-03-04 23:00:48,retweet
7.164506757403034e+17,nan,2021-03-04 23:00:48,reply
1.3605774653626245e+18,nan,2021-03-04 23:00:23,retweet
1.3605774653626245e+18,nan,2021-03-04 23:00:23,reply
150328646.0,nan,2021-03-04 23:00:13,retweet
150328646.0,nan,2021-03-04 23:00:13,reply
9.679612794649846e+17,nan,2021-03-04 22:59:58,retweet
9.679612794649846e+17,nan,2021-03-04 22:59:58,reply
4807591179.0,nan,2021-03-04 22:59:38,retweet
4807591179.0,nan,2021-03-04 22:59:38,reply
4807591179.0,nan,2021-03-04 22:59:55,retweet
4807591179.0,nan,2021-03-04 22:59:55,reply
272606678.0,nan,2021-03-04 22:59:51,retweet
272606678.0,nan,2021-03-04 22:59:51,reply
44992828.0,nan,2021-03-04 22:59:34,retweet
44992828.0,nan,2021-03-04 22:59:34,reply
nan,nan,2021-03-04 22:59:28,retweet
nan,nan,2021-03-04 22:59:28,reply
1876768382.0,nan,2021-03-04 22:59:22,retweet
1876768382.0,nan,2021-03-04 22:59:22,reply
1.345501315653378e+18,nan,2021-03-04 22:59:15,retweet
1.345501315653378e+18,nan,2021-03-04 22:59:15,reply
2329312274.0,14994303,2021-03-04 22:59:08,mention
2329312274.0,nan,2021-03-04 22:59:08,retweet
2329312274.0,nan,2021-03-04 22:59:08,reply
9.855644854853222e+17,nan,2021-03-04 22:58:59,retweet
9.855644854853222e+17,nan,2021-03-04 22:58:59,reply
2806935616.0,nan,2021-03-04 22:58:48,retweet
2806935616.0,1.3676105044962386e+18,2021-03-04 22:58:48,reply
718023411.0,nan,2021-03-04 22:58:36,retweet
718023411.0,nan,2021-03-04 22:58:36,reply
7.42886348441432e+17,nan,2021-03-04 22:58:27,retweet
7.42886348441432e+17,nan,2021-03-04 22:58:27,reply
2189966872.0,nan,2021-03-04 22:58:20,retweet
2189966872.0,nan,2021-03-04 22:58:20,reply
1535743202.0,nan,2021-03-04 22:58:16,retweet
1535743202.0,nan,2021-03-04 22:58:16,reply
21416788.0,nan,2021-03-04 22:58:08,retweet
21416788.0,nan,2021-03-04 22:58:08,reply
7.29755320264872e+17,nan,2021-03-04 22:58:04,retweet
7.29755320264872e+17,nan,2021-03-04 22:58:04,reply
241357234.0,nan,2021-03-04 22:58:03,retweet
241357234.0,nan,2021-03-04 22:58:03,reply
205386549.0,nan,2021-03-04 22:57:59,retweet
205386549.0,nan,2021-03-04 22:57:59,reply
91991980.0,nan,2021-03-04 22:57:58,retweet
91991980.0,nan,2021-03-04 22:57:58,reply
83764064.0,nan,2021-03-04 22:57:55,retweet
83764064.0,nan,2021-03-04 22:57:55,reply
83764064.0,nan,2021-03-04 22:57:55,retweet
83764064.0,nan,2021-03-04 22:57:55,reply
1.358884460721275e+18,nan,2021-03-04 22:57:39,retweet
1.358884460721275e+18,nan,2021-03-04 22:57:39,reply
293108007.0,nan,2021-03-04 22:57:37,retweet
